age,city,dist,gender,make,year,model,new_used,quote
67,Fredericton,16738,f,audi,2001,e-tron,used,397.07456611826177
50,Windsor,17738,f,acura,2000,mdx,used,227.77807005029774
26,Norfolk County,14316,m,chevy,2010,malibu,used,175.0009576825473
80,Pickering,7464,f,nissan,2013,mirano,used,133.73125462046963
64,Pickering,4024,m,mercedes,2007,g,used,433.59825692184785
52,Toronto,6382,m,nissan,2013,mirano,used,169.28667564045304
55,Laval,10150,m,chevy,2008,equinox,used,169.28667564045304
35,Belleville,15810,m,chevy,2019,malibu,new,168.3184058568503
19,Victoria,13342,m,tesla,2008,x,used,269.0477731123754
45,Longueuil,24015,m,chevy,2016,equinox,used,169.28667564045304
49,Lethbridge,22657,f,audi,2009,e-tron,used,398.04283590186446
78,Grande Prairie,23939,m,gmc,2013,sierra,used,168.3184058568503
72,Chilliwack,3668,f,acura,2014,rsx,used,226.809800266695
81,Trois-Rivieres,15739,f,chevy,2002,malibu,used,133.73125462046963
72,Vaughan,23016,f,acura,2017,mdx,used,227.77807005029774
49,Kelowna,22595,f,mercedes,2010,g,used,398.04283590186446
36,North Vancouver,17623,f,mercedes,2005,g,used,398.04283590186446
37,Airdrie,16595,m,bmw,2009,m3,used,432.6299871382451
18,Kamloops,21844,m,tesla,2003,3,used,269.0477731123754
29,Saint-Jean-sur-Richelieu,2751,f,bmw,2019,x5,new,363.6856090987514
20,Mirabel,7500,m,audi,2017,r8,used,439.31253896394213
19,Drummondville,21615,m,bmw,2005,i8,used,438.3442691803393
39,Toronto,21595,m,honda,2013,civic,used,169.28667564045304
75,Saint-Jean-sur-Richelieu,23447,m,audi,2017,e-tron,used,433.59825692184785
75,Niagara Falls,16801,f,gmc,2006,yukon,used,133.73125462046963
25,Saint-Hyacinthe,3092,m,audi,2013,r8,used,439.31253896394213
41,Red Deer,23460,f,bmw,2010,i8,used,398.04283590186446
81,Saint Albert,5377,m,nissan,2016,mirano,used,169.28667564045304
24,Thunder Bay,1776,f,ford,2014,focus,used,99.37402781735652
25,Medicine Hat,22500,m,nissan,2013,mirano,used,175.0009576825473
63,Sault Ste. Marie,17983,m,honda,2007,civic,used,169.28667564045304
63,Wood Buffalo,10295,f,nissan,2000,micro,used,133.73125462046963
59,Blainville,8702,m,chevy,2013,equinox,used,168.3184058568503
24,New Westminster,2436,f,toyota,2003,camry,used,99.37402781735652
42,Saanich,12035,f,nissan,2008,mirano,used,133.73125462046963
24,Saguenay,22275,m,nissan,2002,micro,used,175.0009576825473
59,Belleville,5367,m,mercedes,2011,g,used,432.6299871382451
61,Wood Buffalo,20762,f,audi,2005,e-tron,used,398.04283590186446
77,Peterborough,4404,m,honda,2013,civic,used,169.28667564045304
46,Richmond Hill,7232,f,tesla,2017,3,used,227.77807005029774
34,Markham,11488,f,chevy,1999,equinox,used,133.73125462046963
79,Coquitlam,3387,m,audi,2008,e-tron,used,432.6299871382451
61,Maple Ridge,20786,m,tesla,2016,3,used,263.3334910702811
79,Saint John,17150,f,chevy,2003,equinox,used,133.73125462046963
18,Hamilton,12922,f,nissan,2009,mirano,used,138.47726687896113
25,Delta,18517,m,bmw,2008,i8,used,438.3442691803393
65,Mirabel,7840,m,honda,1999,accord,used,169.28667564045304
44,Kamloops,17213,m,audi,2011,e-tron,used,433.59825692184785
53,Saskatoon,17437,m,ford,2013,focus,used,169.28667564045304
43,Port Coquitlam,12220,m,ford,2005,f150,used,169.28667564045304
24,Mississauga,11802,f,gmc,2012,sierra,used,139.44553666256388
81,Chatham-Kent,7650,m,ford,2013,explorer,used,168.3184058568503
59,Nanaimo,8530,f,toyota,2005,corrola,used,133.73125462046963
53,Surrey,21300,f,mercedes,2003,c,used,398.04283590186446
20,Barrie,1425,m,audi,2001,e-tron,used,398.272760335132
77,Greater Sudbury,10851,f,mercedes,2014,c,used,397.07456611826177
32,Aurora,15646,m,gmc,2003,sierra,used,168.3184058568503
54,Cape Breton,3938,f,acura,2008,rsx,used,226.809800266695
47,Brossard,20449,f,nissan,2008,micro,used,132.7629848368669
34,Kawartha Lakes,8914,f,chevy,2002,malibu,used,133.73125462046963
29,Maple Ridge,16506,f,toyota,2008,camry,used,139.44553666256388
73,Toronto,2125,m,toyota,2012,camry,used,129.21516679524566
43,Saint-Hyacinthe,6886,f,honda,2002,accord,used,133.73125462046963
33,Laval,10051,f,honda,2002,accord,used,133.73125462046963
83,Brossard,18489,f,gmc,2004,yukon,used,132.7629848368669
52,Surrey,5040,f,toyota,2009,corrola,used,133.73125462046963
28,Quebec City,19194,m,bmw,2016,i8,used,439.31253896394213
22,Kelowna,14252,m,tesla,2004,x,used,269.0477731123754
54,Halton Hills,10866,m,chevy,2015,equinox,used,168.3184058568503
31,Toronto,2506,f,mercedes,1998,g,used,357.9713270566571
42,Brossard,23741,f,acura,2018,mdx,used,226.809800266695
50,Chatham-Kent,20027,m,bmw,2008,x5,used,432.6299871382451
18,Hamilton,7331,f,gmc,2008,sierra,used,138.47726687896113
43,Edmonton,22517,m,honda,2002,accord,used,168.3184058568503
23,Newmarket,14218,m,acura,2013,rsx,used,269.0477731123754
62,Belleville,1973,m,mercedes,2019,g,new,392.5584782930377
18,North Bay,5483,m,gmc,2015,yukon,used,175.0009576825473
84,Halifax,8826,m,acura,2013,rsx,used,262.3652212866784
82,St. Albert,18155,m,toyota,2019,camry,new,169.28667564045304
39,Chatham-Kent,14920,m,gmc,1999,sierra,used,168.3184058568503
22,Saskatoon,17472,m,bmw,2013,i8,used,439.31253896394213
82,Saint John,19904,m,ford,2010,f150,used,169.28667564045304
24,Halton Hills,16772,m,gmc,2016,sierra,used,174.03268789894454
55,Sarnia,6704,f,chevy,2014,equinox,used,133.73125462046963
81,Kamloops,13968,m,honda,2007,accord,used,169.28667564045304
37,Brampton,15412,m,tesla,2018,s,used,262.3652212866784
